airline,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price,month,day
Multiple carriers,Delhi,Cochin,afternoon,mid_night,37500,2,No info,15965,6,24
Air India,Delhi,Cochin,afternoon,evening,109200,2,No info,9968,4,9
IndiGo,Kolkata,Banglore,evening,mid_night,9300,0,No info,4804,6,6
Jet Airways,Delhi,Cochin,morning,evening,32400,1,No info,16079,5,27
Jet Airways,Delhi,Cochin,evening,afternoon,54600,2,In-flight meal not included,11507,6,12
Air India,Kolkata,Banglore,morning,afternoon,102000,2,No info,11542,6,9
Jet Airways,Banglore,Delhi,afternoon,evening,10800,0,No info,7229,4,24
Jet Airways,Banglore,Delhi,morning,morning,9900,0,In-flight meal not included,4544,4,27
IndiGo,Delhi,Cochin,mid_night,morning,17700,1,No info,6496,5,15
IndiGo,Kolkata,Banglore,evening,mid_night,9600,0,No info,4804,6,15
Air India,Banglore,New Delhi,morning,morning,79800,1,No info,13439,3,1
Jet Airways,Delhi,Cochin,evening,mid_night,36600,1,In-flight meal not included,6540,3,27
IndiGo,Banglore,Delhi,evening,mid_night,10200,0,No info,4591,6,1
IndiGo,Banglore,New Delhi,afternoon,evening,15600,1,No info,4437,3,18
Air Asia,Delhi,Cochin,evening,morning,39600,1,No info,6151,3,21
Jet Airways,Banglore,Delhi,afternoon,evening,10800,0,In-flight meal not included,7754,6,21
Jet Airways,Delhi,Cochin,afternoon,afternoon,81300,1,In-flight meal not included,10262,6,24
Jet Airways,Banglore,Delhi,evening,evening,11100,0,No info,8016,6,9
SpiceJet,Kolkata,Banglore,morning,morning,9600,0,No check-in baggage included,4781,3,24
Vistara,Banglore,Delhi,morning,afternoon,10200,0,No info,4668,6,27
Air India,Banglore,New Delhi,morning,morning,75900,1,No info,14594,3,6
Jet Airways,Kolkata,Banglore,afternoon,mid_night,42600,1,No info,14231,3,24
Air India,Delhi,Cochin,mid_night,morning,92100,1,No info,8425,5,15
Multiple carriers,Delhi,Cochin,morning,evening,55500,1,No info,9646,6,12
IndiGo,Chennai,Kolkata,afternoon,afternoon,8700,0,No info,7295,3,3
Air Asia,Kolkata,Banglore,morning,morning,13200,1,No info,5162,4,9
IndiGo,Banglore,New Delhi,evening,evening,10500,0,No info,6860,3,9
Vistara,Delhi,Cochin,morning,morning,11400,0,No info,6216,4,15
Air Asia,Kolkata,Banglore,morning,evening,42600,1,No info,5192,5,24
IndiGo,Banglore,Delhi,evening,evening,10200,0,No info,4823,4,9
SpiceJet,Banglore,Delhi,morning,afternoon,10200,0,No check-in baggage included,3919,4,3
IndiGo,Mumbai,Hyderabad,evening,evening,5400,0,No info,2754,6,3
Multiple carriers,Delhi,Cochin,morning,evening,41400,1,No info,9315,5,9
Multiple carriers,Delhi,Cochin,morning,evening,31800,1,No info,11667,3,27
Jet Airways,Kolkata,Banglore,morning,mid_night,72900,1,In-flight meal not included,6224,6,12
Air India,Kolkata,Banglore,morning,mid_night,72600,2,No info,13349,3,24
Jet Airways,Banglore,New Delhi,afternoon,morning,57900,1,In-flight meal not included,11087,3,18
Multiple carriers,Delhi,Cochin,afternoon,mid_night,45300,1,No info,15603,3,6
Jet Airways,Delhi,Cochin,evening,afternoon,61500,2,No info,15129,5,9
IndiGo,Banglore,Delhi,afternoon,evening,10800,0,No info,4823,4,9
Vistara,Kolkata,Banglore,morning,evening,55800,1,No info,8452,5,1
Multiple carriers,Delhi,Cochin,morning,evening,41400,1,No info,12524,6,6
SpiceJet,Chennai,Kolkata,afternoon,evening,8400,0,No info,3384,3,27
Jet Airways,Delhi,Cochin,evening,evening,85500,1,In-flight meal not included,10262,6,1
SpiceJet,Mumbai,Hyderabad,afternoon,afternoon,5400,0,No check-in baggage included,1965,6,18
IndiGo,Kolkata,Banglore,evening,mid_night,9300,0,No info,4804,5,18
Jet Airways,Delhi,Cochin,evening,evening,89100,1,No info,16079,5,27
Jet Airways,Delhi,Cochin,evening,evening,77700,2,No info,13292,6,1
Air Asia,Delhi,Cochin,morning,afternoon,19800,1,No info,6751,5,9
Air India,Delhi,Cochin,morning,evening,44100,1,No info,8669,5,15
IndiGo,Delhi,Cochin,afternoon,mid_night,29100,1,No info,14871,3,3
Jet Airways,Delhi,Cochin,afternoon,evening,18000,1,In-flight meal not included,12898,5,21
SpiceJet,Banglore,Delhi,morning,afternoon,10200,0,No check-in baggage included,3919,6,6
Multiple carriers,Delhi,Cochin,afternoon,evening,23100,1,No info,36983,3,1
IndiGo,Chennai,Kolkata,evening,evening,8400,0,No info,3597,6,3
Air India,Banglore,New Delhi,afternoon,evening,9900,0,No info,10741,3,9
Air India,Kolkata,Banglore,afternoon,mid_night,45900,2,No info,11432,6,6
Jet Airways,Banglore,New Delhi,evening,morning,57000,1,In-flight meal not included,11087,3,12
Jet Airways,Delhi,Cochin,morning,afternoon,97200,2,No info,13292,6,3
Air India,Delhi,Cochin,mid_night,morning,95100,3,No info,10493,6,15
GoAir,Banglore,New Delhi,morning,morning,10500,0,No info,7631,3,9
Air India,Delhi,Cochin,morning,morning,89400,2,No info,13381,6,6
Jet Airways,Kolkata,Banglore,evening,mid_night,31200,1,No info,13731,6,6
Air India,Delhi,Cochin,mid_night,morning,92700,2,No info,11911,5,21
IndiGo,Banglore,Delhi,evening,mid_night,10200,0,No info,4591,4,18
Multiple carriers,Delhi,Cochin,afternoon,evening,22500,1,No info,14848,6,3
Multiple carriers,Delhi,Cochin,morning,evening,37800,1,No info,8266,6,12
Air India,Delhi,Cochin,afternoon,evening,93600,2,No info,12392,5,18
Jet Airways,Kolkata,Banglore,evening,afternoon,61500,1,No info,13044,6,12
Jet Airways,Delhi,Cochin,morning,mid_night,76800,1,In-flight meal not included,12898,5,21
Jet Airways,Delhi,Cochin,evening,mid_night,20100,1,No info,12242,3,21
IndiGo,Banglore,Delhi,morning,afternoon,10200,0,No info,3943,5,18
Vistara,Kolkata,Banglore,evening,evening,93000,1,No info,11105,3,24
Jet Airways,Kolkata,Banglore,evening,morning,43800,1,No info,14388,5,12
Jet Airways,Delhi,Cochin,evening,afternoon,61500,2,No info,13014,5,18
Multiple carriers,Delhi,Cochin,morning,evening,30600,1,No info,15411,3,6
Jet Airways,Delhi,Cochin,evening,evening,83100,1,No info,16289,3,9
IndiGo,Delhi,Cochin,morning,afternoon,33600,1,No info,6442,5,15
Jet Airways,Kolkata,Banglore,morning,afternoon,28500,1,In-flight meal not included,10844,5,18
Jet Airways,Mumbai,Hyderabad,morning,morning,5400,0,No info,5678,5,18
IndiGo,Banglore,Delhi,evening,mid_night,10200,0,No info,6906,4,12
SpiceJet,Chennai,Kolkata,morning,afternoon,8100,0,No check-in baggage included,3543,5,21
Jet Airways,Delhi,Cochin,morning,evening,36000,1,No info,14714,6,6
Vistara Premium economy,Banglore,New Delhi,afternoon,evening,9300,0,No info,11793,3,3
Multiple carriers,Delhi,Cochin,morning,evening,27900,1,No info,14323,5,15
SpiceJet,Banglore,Delhi,evening,mid_night,10500,0,No info,3971,4,9
Vistara,Kolkata,Banglore,evening,evening,94800,1,No info,8452,5,6
Vistara,Banglore,Delhi,morning,morning,9600,0,No info,5403,4,12
Multiple carriers,Delhi,Cochin,morning,evening,39600,1,No info,13727,5,9
Air India,Kolkata,Banglore,morning,mid_night,69900,2,No info,12639,4,1
Jet Airways,Banglore,Delhi,afternoon,evening,10500,0,In-flight meal not included,5198,4,18
Vistara,Banglore,Delhi,evening,evening,9900,0,No info,4878,6,1
Jet Airways,Delhi,Cochin,evening,evening,83700,1,In-flight meal not included,12373,5,18
Multiple carriers,Delhi,Cochin,morning,afternoon,32400,1,In-flight meal not included,8552,3,3
Vistara,Delhi,Cochin,afternoon,afternoon,11400,0,No info,6741,4,21
Multiple carriers,Delhi,Cochin,afternoon,evening,23100,1,No info,6481,4,9
Multiple carriers,Delhi,Cochin,morning,evening,31200,1,No info,7354,6,6
Air India,Banglore,Delhi,evening,evening,10200,0,No info,5228,4,21
Jet Airways,Kolkata,Banglore,morning,evening,44400,1,In-flight meal not included,10844,5,12
IndiGo,Delhi,Cochin,morning,afternoon,19200,1,No info,6347,5,18
Air India,Banglore,New Delhi,morning,afternoon,14400,1,No info,5013,3,15
Jet Airways,Kolkata,Banglore,evening,mid_night,35100,1,In-flight meal not included,9663,6,9
IndiGo,Banglore,Delhi,evening,evening,10500,0,No info,4823,4,6
Air India,Delhi,Cochin,afternoon,evening,94800,2,No info,13381,6,24
SpiceJet,Chennai,Kolkata,morning,afternoon,8100,0,No check-in baggage included,3543,6,1
Jet Airways,Kolkata,Banglore,evening,mid_night,35100,1,In-flight meal not included,9663,5,15
Jet Airways,Kolkata,Banglore,evening,evening,89700,1,In-flight meal not included,7064,4,1
Jet Airways,Delhi,Cochin,morning,evening,42900,1,In-flight meal not included,10262,6,9
Air India,Delhi,Cochin,morning,evening,30000,2,No info,13013,6,1
Jet Airways,Delhi,Cochin,evening,afternoon,62700,2,No info,15339,6,27
GoAir,Banglore,Delhi,morning,afternoon,10200,0,No info,4937,4,18
IndiGo,Delhi,Cochin,mid_night,afternoon,25500,1,No info,6818,6,6
Air India,Delhi,Cochin,evening,evening,76500,2,No info,10441,5,18
Jet Airways,Delhi,Cochin,afternoon,evening,18000,1,In-flight meal not included,5177,4,3
IndiGo,Chennai,Kolkata,morning,afternoon,8700,0,No info,3858,6,27
IndiGo,Kolkata,Banglore,evening,mid_night,18900,1,No info,6534,5,18
Multiple carriers,Delhi,Cochin,morning,mid_night,54600,1,No info,6795,6,15
Multiple carriers,Delhi,Cochin,morning,evening,42300,1,No info,9736,6,3
Jet Airways,Banglore,Delhi,evening,evening,10800,0,No info,7229,5,1
SpiceJet,Delhi,Cochin,afternoon,evening,17700,1,No info,4957,4,24
IndiGo,Banglore,New Delhi,morning,morning,9900,0,No info,7648,3,9
SpiceJet,Kolkata,Banglore,afternoon,afternoon,9000,0,No info,3873,6,15
Jet Airways,Kolkata,Banglore,evening,mid_night,35100,1,No info,14388,5,12
IndiGo,Kolkata,Banglore,afternoon,evening,9600,0,No info,5618,3,6
Multiple carriers,Delhi,Cochin,evening,mid_night,23400,1,No info,7408,6,9
Air Asia,Delhi,Cochin,afternoon,evening,19800,1,No info,13774,3,3
Vistara,Banglore,Delhi,morning,morning,9600,0,No info,4668,5,3
Jet Airways,Delhi,Cochin,evening,mid_night,122700,2,No info,13082,3,21
Air India,Delhi,Cochin,mid_night,evening,55500,1,No info,8669,6,3
IndiGo,Delhi,Cochin,afternoon,mid_night,34200,1,No info,6316,6,24
Jet Airways,Delhi,Cochin,evening,mid_night,21900,1,In-flight meal not included,12583,3,6
Vistara,Banglore,New Delhi,afternoon,evening,9600,0,No info,7923,3,9
GoAir,Delhi,Cochin,morning,afternoon,21000,1,No info,7378,3,3
Vistara,Banglore,Delhi,evening,evening,9900,0,No info,4878,6,3
Jet Airways,Kolkata,Banglore,afternoon,evening,98400,1,In-flight meal not included,10844,5,18
Jet Airways,Banglore,Delhi,morning,morning,10800,0,No info,7229,4,3
SpiceJet,Delhi,Cochin,morning,morning,18900,1,No info,6297,5,21
Jet Airways,Kolkata,Banglore,evening,afternoon,57600,1,In-flight meal not included,8529,6,12
Multiple carriers,Delhi,Cochin,afternoon,evening,25200,1,No info,13727,5,18
SpiceJet,Kolkata,Banglore,morning,afternoon,31200,1,No info,6643,5,24
Multiple carriers,Delhi,Cochin,morning,evening,32400,1,No info,10197,5,9
SpiceJet,Kolkata,Banglore,evening,mid_night,8400,0,No info,4911,4,21
IndiGo,Chennai,Kolkata,mid_night,morning,8400,0,No info,6482,3,6
Jet Airways,Banglore,New Delhi,morning,afternoon,22800,1,No info,26890,3,1
IndiGo,Kolkata,Banglore,evening,evening,15900,1,No info,3717,5,18
IndiGo,Chennai,Kolkata,afternoon,afternoon,8400,0,No info,3597,6,1
Air India,Banglore,New Delhi,morning,evening,39900,2,No info,10846,3,18
Air India,Banglore,New Delhi,mid_night,evening,60900,1,No info,14069,3,1
Jet Airways,Delhi,Cochin,evening,afternoon,49500,1,In-flight meal not included,5177,4,1
Air India,Delhi,Cochin,mid_night,morning,92700,2,No info,14641,3,6
IndiGo,Delhi,Cochin,morning,evening,50100,1,No info,6442,6,6
Air India,Delhi,Cochin,afternoon,evening,18900,1,No info,5704,3,21
Jet Airways,Kolkata,Banglore,afternoon,morning,69300,1,In-flight meal not included,9663,5,6
Jet Airways,Delhi,Cochin,evening,mid_night,27000,1,No info,14714,6,6
Jet Airways,Delhi,Cochin,morning,evening,32400,1,In-flight meal not included,5406,4,1
Vistara,Kolkata,Banglore,evening,evening,86400,1,No info,8610,5,15
Jet Airways,Delhi,Cochin,evening,afternoon,65400,2,No info,14237,6,12
IndiGo,Banglore,Delhi,morning,morning,10500,0,No info,4823,6,9
IndiGo,Mumbai,Hyderabad,evening,evening,5400,0,No info,2227,3,27
Jet Airways,Delhi,Cochin,morning,mid_night,76800,1,In-flight meal not included,12373,5,18
Air India,Delhi,Cochin,afternoon,evening,22500,1,No info,8372,6,6
Jet Airways,Delhi,Cochin,afternoon,mid_night,52200,1,No info,17024,3,3
Air India,Mumbai,Hyderabad,evening,evening,4800,0,No info,3100,5,27
Jet Airways,Delhi,Cochin,morning,evening,46500,1,In-flight meal not included,14053,3,9
IndiGo,Chennai,Kolkata,mid_night,morning,8700,0,No info,3540,5,9
Vistara,Kolkata,Banglore,evening,evening,81000,1,No info,9345,5,21
Jet Airways,Delhi,Cochin,mid_night,mid_night,82500,2,In-flight meal not included,10368,6,1
Jet Airways,Banglore,New Delhi,morning,afternoon,19500,1,No info,26890,3,1
SpiceJet,Mumbai,Hyderabad,morning,morning,5100,0,No info,5755,3,9
Jet Airways,Banglore,New Delhi,morning,afternoon,26100,1,In-flight meal not included,7832,3,21
Jet Airways,Kolkata,Banglore,morning,evening,44400,1,No info,14388,5,6
Air India,Delhi,Cochin,afternoon,morning,72600,2,No info,8839,6,27
Air India,Delhi,Cochin,evening,evening,76500,2,No info,22096,3,3
Vistara,Chennai,Kolkata,morning,morning,8100,0,No info,3687,5,27
Multiple carriers,Delhi,Cochin,morning,evening,37800,1,No info,9627,5,15
Multiple carriers,Delhi,Cochin,morning,mid_night,50700,1,No info,13542,3,21
IndiGo,Banglore,Delhi,mid_night,morning,10200,0,No info,4423,4,27
IndiGo,Delhi,Cochin,mid_night,evening,59100,2,No info,8899,3,3
SpiceJet,Delhi,Cochin,morning,morning,18900,1,No info,5583,4,21
Air Asia,Delhi,Cochin,afternoon,morning,49800,1,No info,6752,5,27
SpiceJet,Chennai,Kolkata,morning,morning,8100,0,No check-in baggage included,3543,5,21
Jet Airways,Banglore,New Delhi,morning,afternoon,26100,1,In-flight meal not included,7832,3,21
Air India,Kolkata,Banglore,mid_night,morning,97500,2,No info,10991,5,1
Jet Airways,Delhi,Cochin,morning,afternoon,99300,1,In-flight meal not included,12898,5,27
Jet Airways,Delhi,Cochin,afternoon,evening,18000,1,In-flight meal not included,12898,5,27
GoAir,Banglore,Delhi,morning,afternoon,10200,0,No info,3398,5,24
Air India,Delhi,Cochin,mid_night,morning,10200,0,No info,5201,4,24
Air India,Kolkata,Banglore,morning,mid_night,55200,2,No info,13873,5,6
Air India,Delhi,Cochin,afternoon,evening,19200,1,No info,7384,6,15
Jet Airways,Delhi,Cochin,evening,mid_night,36600,1,In-flight meal not included,10262,6,6
Jet Airways,Kolkata,Banglore,morning,afternoon,99300,1,In-flight meal not included,10031,3,24
Jet Airways,Kolkata,Banglore,morning,evening,34500,1,In-flight meal not included,12384,5,6
Jet Airways,Kolkata,Banglore,afternoon,evening,101400,1,In-flight meal not included,7757,5,9
Jet Airways,Banglore,New Delhi,evening,morning,50400,1,No info,17261,3,6
SpiceJet,Chennai,Kolkata,morning,afternoon,9300,0,No info,7298,3,1
Jet Airways,Banglore,Delhi,afternoon,evening,10500,0,No info,7229,4,6
IndiGo,Kolkata,Banglore,mid_night,morning,9300,0,No info,4174,4,1
IndiGo,Kolkata,Banglore,afternoon,evening,16800,1,No info,5699,5,18
Air India,Kolkata,Banglore,afternoon,afternoon,9000,0,No info,4880,4,24
Air India,Delhi,Cochin,morning,evening,40500,1,No info,15284,3,6
Jet Airways,Kolkata,Banglore,morning,afternoon,28500,1,No info,13759,3,24
Vistara,Kolkata,Banglore,morning,evening,31800,1,No info,16092,3,24
IndiGo,Mumbai,Hyderabad,morning,morning,5100,0,No info,4392,3,9
Jet Airways,Delhi,Cochin,evening,afternoon,56400,1,In-flight meal not included,10262,6,24
SpiceJet,Kolkata,Banglore,morning,morning,9300,0,No check-in baggage included,3841,6,12
GoAir,Banglore,Delhi,morning,morning,10500,0,No info,5048,6,1
Air India,Kolkata,Banglore,morning,evening,48300,1,No info,11096,5,21
IndiGo,Delhi,Cochin,morning,afternoon,16500,1,No info,5073,4,24
Jet Airways,Delhi,Cochin,morning,mid_night,66600,1,No info,19828,3,3
Vistara,Chennai,Kolkata,morning,morning,8100,0,No info,3739,3,21
Air India,Delhi,Cochin,mid_night,evening,137700,2,No info,10598,3,9
Jet Airways,Banglore,Delhi,evening,evening,11100,0,In-flight meal not included,7229,6,15
Vistara,Kolkata,Banglore,afternoon,evening,93000,1,No info,8610,4,1
Vistara,Delhi,Cochin,afternoon,afternoon,11400,0,No info,6216,5,9
Air India,Banglore,Delhi,afternoon,afternoon,10200,0,No info,6961,6,9
Jet Airways,Kolkata,Banglore,morning,evening,41400,1,In-flight meal not included,10703,5,6
Jet Airways,Kolkata,Banglore,afternoon,evening,23700,1,No info,14151,5,15
Jet Airways,Kolkata,Banglore,morning,morning,99300,1,In-flight meal not included,8586,5,9
IndiGo,Kolkata,Banglore,evening,evening,9300,0,No info,4488,4,12
Multiple carriers,Delhi,Cochin,evening,mid_night,27000,1,No info,7408,6,15
Jet Airways,Delhi,Cochin,morning,afternoon,11700,0,In-flight meal not included,5443,4,18
Jet Airways,Kolkata,Banglore,morning,evening,34500,1,In-flight meal not included,10539,6,12
Multiple carriers,Delhi,Cochin,afternoon,mid_night,45000,1,No info,7723,6,1
Multiple carriers,Delhi,Cochin,morning,evening,40800,1,No info,15411,3,6
Jet Airways,Banglore,Delhi,morning,morning,10800,0,No info,7229,5,21
IndiGo,Kolkata,Banglore,evening,evening,9300,0,No info,4804,6,21
Jet Airways,Mumbai,Hyderabad,mid_night,mid_night,5400,0,In-flight meal not included,4050,3,3
Jet Airways,Kolkata,Banglore,afternoon,evening,94200,1,No info,14151,5,18
SpiceJet,Delhi,Cochin,afternoon,evening,17700,1,No info,4957,4,6
Air India,Banglore,New Delhi,evening,evening,9900,0,No info,7591,3,3
Jet Airways,Kolkata,Banglore,afternoon,evening,31200,1,In-flight meal not included,11134,3,24
IndiGo,Delhi,Cochin,mid_night,afternoon,25500,1,No info,6600,5,27
Air India,Banglore,New Delhi,evening,evening,9900,0,No info,4966,3,9
Air India,Delhi,Cochin,morning,morning,89400,2,No info,15481,6,1
SpiceJet,Kolkata,Banglore,evening,mid_night,8400,0,No info,5515,3,1
Jet Airways,Delhi,Cochin,morning,evening,39600,1,No info,14714,6,15
GoAir,Delhi,Cochin,morning,evening,32400,1,No info,4959,6,15
Jet Airways,Banglore,Delhi,morning,afternoon,10500,0,No info,7229,4,21
Air India,Delhi,Cochin,evening,evening,11100,0,No info,6094,5,15
Air Asia,Kolkata,Banglore,morning,afternoon,9300,0,No info,4409,4,24
Multiple carriers,Delhi,Cochin,morning,evening,46800,1,No info,9794,5,18
Jet Airways,Mumbai,Hyderabad,mid_night,mid_night,5100,0,No info,5678,4,3
IndiGo,Delhi,Cochin,morning,afternoon,27300,1,No info,6442,6,15
Vistara,Banglore,Delhi,morning,morning,9600,0,No info,4878,5,18
Jet Airways,Kolkata,Banglore,evening,morning,46500,1,In-flight meal not included,12446,3,24
Jet Airways,Delhi,Cochin,evening,mid_night,105600,2,No info,16704,5,9
Jet Airways,Banglore,New Delhi,mid_night,morning,18000,1,In-flight meal not included,9134,3,15
Jet Airways,Kolkata,Banglore,evening,mid_night,31200,1,In-flight meal not included,8586,5,15
Jet Airways,Banglore,Delhi,morning,morning,10800,0,In-flight meal not included,7229,6,1
Jet Airways,Banglore,Delhi,morning,morning,10800,0,In-flight meal not included,6144,4,21
Air India,Banglore,Delhi,morning,afternoon,9900,0,No info,6961,5,18
Jet Airways,Kolkata,Banglore,afternoon,mid_night,43800,1,In-flight meal not included,10844,5,9
IndiGo,Chennai,Kolkata,evening,evening,8400,0,No info,3597,5,21
SpiceJet,Banglore,New Delhi,morning,evening,28500,1,No info,7139,3,21
Air India,Mumbai,Hyderabad,morning,afternoon,106500,2,No info,25139,3,6
Jet Airways,Delhi,Cochin,morning,afternoon,96900,2,In-flight meal not included,10368,6,1
Air India,Delhi,Cochin,evening,morning,45900,1,No info,5117,4,6
Multiple carriers,Delhi,Cochin,morning,evening,27300,1,No info,9211,5,18
SpiceJet,Kolkata,Banglore,afternoon,evening,9000,0,No info,4174,4,15
Multiple carriers,Delhi,Cochin,morning,evening,42300,1,No info,10786,5,27
Jet Airways,Banglore,New Delhi,morning,morning,85200,1,In-flight meal not included,9134,3,15
Jet Airways,Delhi,Cochin,afternoon,mid_night,49800,2,No info,13376,6,1
Air India,Banglore,New Delhi,evening,morning,46200,1,No info,6955,3,21
Jet Airways,Kolkata,Banglore,morning,evening,35400,1,In-flight meal not included,10844,5,9
Air Asia,Kolkata,Banglore,evening,evening,9000,0,No info,3807,4,1
Jet Airways,Kolkata,Banglore,afternoon,afternoon,78900,1,In-flight meal not included,9663,5,1
Jet Airways,Delhi,Cochin,mid_night,mid_night,94200,1,In-flight meal not included,12373,5,9
